aals,4,0.0007402999999612803,3
abarticular,11,0.00271460000112711,9
abbotcy,7,0.0029216000002634246,12
abecedarius,11,0.002889299999878858,8
abided,6,0.0023467000009986805,12
abjudicated,11,0.0029419999991660006,16
abnegators,10,0.0034273000001121545,8
abord,5,0.001284500000110711,13
abrasives,9,0.004201400000965805,14
abscissae,9,0.0042114999996556435,12
absolving,9,0.004226699998980621,12
abstricts,9,0.004203800001050695,10
acacetin,8,0.004130900000745896,4
acanthological,14,0.0013473999988491414,7
acaulose,8,0.004131200001211255,5
accessaryship,13,0.001830000001064036,8
acclimatizing,13,0.0018237000003864523,14
accosting,9,0.004216600000290782,8
acculturative,13,0.001838599999246071,11
acenaphthylene,14,0.001421400000253925,8
acetals,7,0.0030661999990115874,4
acetla,6,0.0023528000001533655,5
achatina,8,0.004132299998673261,9
achomawi,8,0.004140000000916189,15
acidemia,8,0.004198900000119465,8
acinaciform,11,0.0029073999994579935,11
acocotl,7,0.0030131999992590863,5
acquaintances,13,0.001836199999161181,16
acridest,8,0.004143899999689893,4
acrodactylum,12,0.0025272999992012046,7
acrophonically,14,0.0014126999994914513,7
actiniferous,12,0.002529899998990004,8
actinost,8,0.004142899999351357,3
actuates,8,0.0041841000002023065,5
aday,4,0.0007659000002604444,14
addebted,8,0.004154700000071898,13
adducent,8,0.00414699999964796,5
adenocystomatous,16,0.0006756000002496876,6
adermia,7,0.0030459999998129206,8
adib,4,0.0007468000003427733,14
adjoiner,8,0.004151299999648472,18
adm,3,0.00044779999916499946,11
admitting,9,0.0042669999984354945,8
adoptees,8,0.00413499999922351,6
adrenocorticotrophic,20,0.0003059999999095453,5
adulterating,12,0.002520300000469433,5
adventurement,13,0.0018306000001757639,12
advisor,7,0.0030299999998533167,14
aeginetan,9,0.0042763000001286855,9
aerial,6,0.0023670999999012565,4
aerogel,7,0.003034299999853829,10
aerophone,9,0.00421729999834497,8
aestivates,10,0.0033987999995588325,15
affecting,9,0.004279500000848202,11
affixable,9,0.004215700000713696,17
affronty,8,0.004151600000113831,12
afros,5,0.0012825999983760994,14
afterloss,9,0.004217099998641061,11
aftwards,8,0.004592799999954877,15
agaricin,8,0.004162299999734387,9
agenized,8,0.004156299999522162,16
aggravatingly,13,0.0018340999995416496,12
agists,6,0.002353600000787992,10
agnized,7,0.003047599999263184,16
agr,3,0.0004571999998006504,12
agriotype,9,0.004591599999912432,8
aguish,6,0.0023569999993924284,10
aidful,6,0.0023545000003650784,13
aimfully,8,0.004164800000580726,12
airfreighter,12,0.002595399999336223,11
airtightness,12,0.0025301000005129026,7
akaakai,7,0.0030250999989220873,17
aktivist,8,0.0041519000005791895,15
alanin,6,0.0023449000000255182,5
albedograph,11,0.0029697000009036856,8
albumean,8,0.004148699999859673,11
alcazars,8,0.0041458000014245044,17
alcoothionic,12,0.0025336999988212483,8
alebush,7,0.0030323999999382067,11
alethea,7,0.0030977000005805166,11
alfonso,7,0.003072299999985262,13
algoesthesiometer,17,0.0005258999990473967,5
alienabilities,14,0.0013426000004983507,10
alined,6,0.002356000000872882,6
alkalifiable,12,0.0025253000003431225,13
alkin,5,0.001286800001253141,15
allegoristic,12,0.002523700000892859,6
alliances,9,0.004338799999459297,3
alloclase,9,0.004411500000060187,4
allophane,9,0.004406900001413305,8
allowably,9,0.004252000000633416,16
almeidina,9,0.004257200000211014,7
alody,5,0.0012894000010419404,12
alpenstocker,12,0.0025347999999212334,9
alsifilm,8,0.004173100000116392,13
altesse,7,0.003070899998419918,4
aluminiferous,13,0.0018357000008109026,8
alway,5,0.0012892000013380311,18
amaranth,8,0.004139399999985471,9
amazonism,9,0.004233300000123563,16
ambisexuality,13,0.0019161000000167405,13
ambrology,9,0.004217499999867869,10
ameiurus,8,0.004184200000963756,7
americanizer,12,0.0025263000006816583,15
amidated,8,0.004134699998758151,8
amigo,5,0.0013770000005024485,10
aminodiphenyl,13,0.0018376000007265247,6
ammanite,8,0.004130299999815179,8
ammotherapy,11,0.002895600000556442,8
amoralist,9,0.004208100001051207,6
ampelopsin,10,0.003502699999444303,5
amphictyonian,13,0.0018333999996684724,7
amphisbaenid,12,0.0025324999987788033,8
ampleness,9,0.004204899998512701,7
amuyong,7,0.0030280999999376945,10
anacard,7,0.003036000000065542,7
anaerobiosis,12,0.0029506999999284744,10
analav,6,0.0023639999999431893,17
analogs,7,0.0030305000000225846,10
anaphrodisia,12,0.002530399999159272,6
anastases,9,0.004200800000035088,3
anatopism,9,0.004274900000382331,6
anchovies,9,0.004233100000419654,12
anderson,8,0.004155200000241166,5
androgonia,10,0.0034028999998554355,9
anemograph,10,0.003472200000032899,7
anetiological,13,0.001832500000091386,7
angeluses,9,0.004211200001009274,9
angiopoietic,12,0.002525699999750941,7
anglomane,9,0.0042400000002089655,9
angus,5,0.0012846000008721603,11
anil,4,0.0007450000011886004,5
animatism,9,0.004271800000424264,8
anisogynous,11,0.0028990999999223277,9
ankylophobia,12,0.0025456999992456986,10
annerodite,10,0.0033951000004890375,4
announcer,9,0.004198300001007738,4
anodonta,8,0.004162200000791927,7
anonol,6,0.0023522999999840977,5
anoura,6,0.0023481999996874947,6
antalgic,8,0.004138299998885486,9
antedated,9,0.004203499998766347,7
antepast,8,0.00444710000010673,7
anthecologist,13,0.0018518000015319558,5
anthologised,12,0.002533800001401687,5
anthranilic,11,0.0028899000008095754,7
anthropomorphist,16,0.0006594999995286344,5
antialbumid,11,0.002888199998778873,9
antibromic,10,0.0034670000004553003,9
anticipate,10,0.003400800000235904,6
anticonscience,14,0.0013416999991022749,2
antidinic,9,0.004186400001344737,6
antiethnic,10,0.003412199999729637,8
antignostical,13,0.0018163999993703328,7
antiknocks,10,0.0034563999997772044,12
antimasquer,11,0.0028940000011061784,15
antimonarchical,15,0.0008963000000221655,5
antinosarian,12,0.0025023999987752177,1
antipatriotic,13,0.001823699998567463,5
antipoetic,10,0.0033890000013343524,5
antiqued,8,0.004252200000337325,17
antiromanticist,15,0.0008950000010372605,5
antismog,8,0.004159500000241678,8
antitheist,10,0.0033843000001070322,8
antivibrator,12,0.0025437000003876165,13
ants,4,0.0007444000002578832,4
aotus,5,0.0012821999989682809,6
apelike,7,0.0031053000002430053,14
apheliotropic,13,0.0018358999986958224,5
aphrodisia,10,0.003393500001038774,7
apyonin,7,0.003029499999684049,11
apocarpies,10,0.0033970999993471196,5
apogeotropically,16,0.0006611999997403473,6
aponeurotomy,12,0.0025979999991250224,7
apostacize,10,0.0034083000009559328,14
apothesine,10,0.0034006999994744547,6
appear,6,0.0023462999997718725,9
apperceptionistic,17,0.0005323000004864298,3
applicants,10,0.003385899999557296,5
appreciational,14,0.001353400000880356,3
appropriators,13,0.0019037000001844717,6
apsis,5,0.0012861999985034345,9
aquarists,9,0.004201199999442906,18
arabic,6,0.0023627999999007443,13
araliaephyllum,14,0.001338600000963197,7
arbith,6,0.0023559000001114327,12
arbutean,8,0.004132200001549791,11
